show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int,duration_type,added_year,added_month
s8432,tv show,The Murder Detectives,Unknown,Unknown,United Kingdom,"March 31, 2017",2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries","This series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager Nicholas Robinson in Bristol, England.",1,seasons,2017,3
s8323,movie,The Golem,"Doron Paz, Yoav Paz","Hani Furstenberg, Ishai Golan, Kirill Cernyakov, Brynie Furstenberg, Lenny Ravitz, Alexey Tritenko, Adi Kvetner, Mariya Khomutova, Veronika Shostak, Konstantin Anikienko",Israel,"June 26, 2019",2018,TV-MA,95 min,"Horror Movies, Independent Movies, International Movies","As sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies.",95,minutes,2019,6
s8266,movie,The Dancer,Ifa Isfansyah,"Prisia Nasution, Oka Antara, Slamet Rahardjo, Dewi Irawan, Lukman Sardi, Tio Pakusadewo",Indonesia,"December 8, 2018",2011,TV-MA,105 min,"Dramas, International Movies, Romantic Movies","Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer.",105,minutes,2018,12
s8697,movie,War Horse,Steven Spielberg,"Emily Watson, David Thewlis, Peter Mullan, Niels Arestrup, Tom Hiddleston, Jeremy Irvine, Benedict Cumberbatch, Toby Kebbell, David Kross, Eddie Marsan, Nicolas Bro, Rainer Bock, Patrick Kennedy, Liam Cunningham","United States, India","May 6, 2019",2011,PG-13,147 min,Dramas,"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France.",147,minutes,2019,5
s8287,movie,The Eichmann Show,Paul Andrew Williams,"Martin Freeman, Anthony LaPaglia, Rebecca Front, Andy Nyman, Nicholas Woodeson, Ben Addis, Caroline Bartleet, Ed Birch, Dylan Edwards, Nathaniel Gleed, Ben Lloyd-Hughes, Vaidotas Martinaitis, Zora Bishop","United Kingdom, Lithuania","August 31, 2017",2015,TV-MA,96 min,"Dramas, International Movies",This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.,96,minutes,2017,8
s8506,movie,The Show,Giancarlo Esposito,"Josh Duhamel, Giancarlo Esposito, Famke Janssen, Sarah Wayne Callies, Caitlin Fitzgerald, Chris Ellis, Lucia Walters, James Franco",United States,"June 1, 2020",2017,TV-MA,105 min,Dramas,A disillusioned reality TV host and an idealistic producer are lured by their network into producing a show in which participants kill themselves.,105,minutes,2020,6
s8689,movie,Waiting,Anu Menon,"Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur",India,"May 1, 2018",2015,TV-MA,94 min,"Dramas, International Movies","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",94,minutes,2018,5
s8622,movie,Tremors,Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, Reba McEntire, Robert Jayne, Charlotte Stewart, Tony Genaro, Ariana Richards, Richard Marcus, Victor Wong, Bibi Besch",United States,"January 1, 2020",1990,PG-13,96 min,"Comedies, Cult Movies, Horror Movies","After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.",96,minutes,2020,1
s8635,movie,Troy: The Odyssey,Tekin Girgin,"Dylan Vox, Lara Heller, Hachem Hicham, David Gray, Kelly B. Jones, Daniel Whyte, Eoin O'Brien, Ego Mikitas",United States,"March 12, 2018",2017,TV-MA,90 min,Action & Adventure,"Starting with the Trojan Horse attack, this modest re-telling of Homer's epic covers well-known highlights of Odysseus's long journey home.",90,minutes,2018,3
s8528,movie,The Texas Chainsaw Massacre,Tobe Hooper,"Gunnar Hansen, Jim Siedow, Marilyn Burns, Edwin Neal, Paul A. Partain, Teri McMinn, William Vail, John Dugan, John Henry Faulk, Allen Danziger",United States,"October 22, 2019",1974,R,83 min,"Cult Movies, Horror Movies, Independent Movies","When some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and it's a fight to the bloody death between good and evil.",83,minutes,2019,10
s8285,movie,The Dukes of Hazzard,Jay Chandrasekhar,"Johnny Knoxville, Seann William Scott, Jessica Simpson, Burt Reynolds, M.C. Gainey, David Koechner, Kevin Heffernan, James Roday, Michael Roof, Joe Don Baker",United States,"January 1, 2020",2005,PG-13,104 min,"Action & Adventure, Comedies","The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger.",104,minutes,2020,1
s8293,movie,The Eyes of My Mother,Nicolas Pesce,"Kika Magalhães, Olivia Bond, Will Brill, Flora Diaz, Paul Nazak, Clara Wong, Diana Agostini",United States,"April 6, 2017",2016,R,76 min,"Horror Movies, Independent Movies","At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence.",76,minutes,2017,4
s8416,movie,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye",United States,"November 1, 2019",2003,R,138 min,"Action & Adventure, Sci-Fi & Fantasy","The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.",138,minutes,2019,11
s8781,tv show,Yo-Kai Watch,Unknown,"Johnny Yong Bosch, J.W. Terry, Alicyn Packard, Melissa Hutchison, Pierre Holloway, Brent Pendergrass",United States,"April 1, 2016",2015,TV-Y7,1 Season,"Anime Series, Kids' TV","Nate frees a mythical being trapped in a magic capsule, and the two new friends have adventures with all sorts of troublesome supernatural creatures.",1,seasons,2016,4
s8776,tv show,Yeh Meri Family,Unknown,"Vishesh Bansal, Mona Singh, Akarsh Khurana, Ahan Nirban, Ruhi Khan, Prasad Reddy, Revathi Pillai",India,"August 31, 2018",2018,TV-PG,1 Season,"International TV Shows, TV Comedies","In the summer of 1998, middle child Harshu balances school, family, friendship and other challenges of growing up.",1,seasons,2018,8
s8415,movie,The Matrix,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory",United States,"November 1, 2019",1999,R,136 min,"Action & Adventure, Sci-Fi & Fantasy","A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.",136,minutes,2019,11
s8195,movie,The Apostate,Federico Veiroj,"Álvaro Ogalla, Marta Larralde, Bárbara Lennie, Vicky Peña, Juan Calot, Kaiet Rodriguez, Andrés Gertrúdix, Joaquín Climent, Álvaro Roig, Tino Martinez, Mercedes Hoyos","Spain, France, Uruguay","May 10, 2017",2015,TV-MA,80 min,"Comedies, Dramas, International Movies",A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.,80,minutes,2017,5
s8422,tv show,The Messengers,Unknown,"Shantel VanSanten, Diogo Morgado, JD Pardo, Joel Courtney, Jon Fletcher, Sofia Black D'Elia, Anna Diop, Craig Frank",United States,"April 17, 2016",2015,TV-14,1 Season,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.,1,seasons,2016,4
s8574,movie,Theo Who Lived,David Shisgall,Unknown,United States,"December 16, 2016",2016,TV-14,86 min,Documentaries,American journalist Theo Padnos retraces the Middle Eastern journey that led to his 2012 kidnapping and brutal torture by an al-Qaida faction.,86,minutes,2016,12
s8552,tv show,The War: A Film by Ken Burns and Lynn Novick,Unknown,Keith David,United States,"February 22, 2017",2007,TV-14,1 Season,Docuseries,"\"A seven-part series brings World War II to life through the harrowing personal accounts of soldiers and others from \"\"typical\"\" American towns.\"",1,seasons,2017,2
s8710,movie,Weather forecast,Antoni Krauze,"Halina Buyno-Łoza, Zofia Cegiełkowa, Barbara Chojecka, Eugenia Horecka, Zygmunt Zintel, Henryka Janikowska, Lena Wilczyńska, Jerzy Block",Poland,"October 1, 2019",1983,TV-MA,91 min,"Dramas, International Movies","When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside.",91,minutes,2019,10
s8487,movie,The Ring,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran",United States,"January 1, 2020",2002,PG-13,116 min,"Horror Movies, Thrillers",A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?,116,minutes,2020,1
s8633,movie,Trophy,"Shaul Schwarz, Christina Clusiau",Unknown,"United Kingdom, Namibia, South Africa, Zimbabwe, United States","February 13, 2018",2017,TV-MA,110 min,"Documentaries, International Movies",This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives.,110,minutes,2018,2
s8766,movie,XX,"Jovanka Vuckovic, Annie Clark, Roxanne Benjamin, Karyn Kusama","Natalie Brown, Jonathan Watton, Melanie Lynskey, Lindsay Burdge, Sheila Vand, Casey Adams, Breeda Wool, Angela Trimbur, Morgan Krantz, Christina Kirk, Kyle Allen, Mike Doyle","Canada, United States","June 22, 2017",2017,R,81 min,Horror Movies,This four-part anthology of short horror films features stories that include some traditional themes but all are shown from a female point of view.,81,minutes,2017,6
s8214,movie,The Bleeder,Philippe Falardeau,"Liev Schreiber, Elisabeth Moss, Ron Perlman, Naomi Watts, Jim Gaffigan, Michael Rapaport, Pooch Hall, Morgan Spector, Jason Jones",United States,"March 29, 2019",2016,R,98 min,"Dramas, Sports Movies","Husband. Father. Fighter. Meet Chuck Wepner, the liquor salesman and self-proclaimed real-life inspiration behind Rocky Balboa.",98,minutes,2019,3
s8306,movie,The Flintstones in Viva Rock Vegas,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming",United States,"October 1, 2019",2000,PG,91 min,"Children & Family Movies, Comedies, Romantic Movies","Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage.",91,minutes,2019,10
s8730,movie,Where the Money Is,Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett","Germany, United States, United Kingdom, Canada","January 15, 2020",2000,PG-13,89 min,"Action & Adventure, Comedies, Dramas","Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse.",89,minutes,2020,1
s8252,movie,The Company Men,John Wells,"Ben Affleck, Chris Cooper, Kevin Costner, Tommy Lee Jones, Maria Bello, Rosemarie DeWitt, Craig T. Nelson, John Doman, Tonye Patano, Cady Huffman",United States,"July 28, 2018",2010,R,105 min,"Dramas, Independent Movies",A successful businessman comes face-to-face with America's downsizing epidemic when he loses his job and is forced to take a construction gig.,105,minutes,2018,7
s8531,movie,The Tigers of Scotland,Leanne Gater,Iain Glen,United Kingdom,"November 1, 2018",2017,TV-G,58 min,Documentaries,"This documentary highlights the endangered existence of the Scottish wildcats, and the conservation efforts required to prevent their extinction.",58,minutes,2018,11
s8512,movie,The Social Network,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby",United States,"April 1, 2020",2010,PG-13,121 min,Dramas,Director David Fincher's biographical drama chronicles the meteoric rise of Facebook CEO Mark Zuckerberg from Harvard sophomore to Internet superstar.,121,minutes,2020,4
s8237,movie,The Captive,Atom Egoyan,"Ryan Reynolds, Scott Speedman, Rosario Dawson, Mireille Enos, Kevin Durand, Alexia Fast, Christine Horne, Arsinée Khanjian, Ian Matthews, Bruce Greenwood, Aidan Shipley",Canada,"July 20, 2018",2014,R,112 min,"Dramas, Thrillers","Eight years after their daughter's abduction tore them apart, her parents receive enigmatic clues from the kidnapper hinting that she's still alive.",112,minutes,2018,7
s8268,movie,The Dark Side of Life: Mumbai City,Tariq Khan,"Mahesh Bhatt, Kay Kay Menon, Avii, Nikhil Ratnaparkhi, Neha Khan, Alisha Khan, Irfan Hussein, Jyoti Malshe, Sayed Gul",India,"December 31, 2019",2018,TV-MA,121 min,"Dramas, International Movies","Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point.",121,minutes,2019,12
s8582,movie,Thor: Tales of Asgard,Sam Liu,"Matthew Wolf, Rick Gomez, Tara Strong, Alistair Abell, Paul Dobson, Brent Chapman, Chris Britton, Ron Halder, Cathy Weseluck, Michael Dobson","United States, Canada","April 15, 2020",2011,TV-Y7,77 min,Children & Family Movies,"Thor, the Marvel comic book character, comes to life in this animated feature that explores his earliest adventures with his brother Loki.",77,minutes,2020,4
s8167,movie,Terminator 3: Rise of the Machines,Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford","United States, Germany, United Kingdom","January 1, 2020",2003,R,109 min,"Action & Adventure, Sci-Fi & Fantasy","Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started.",109,minutes,2020,1
s8227,movie,The Break-Up,Peyton Reed,"Vince Vaughn, Jennifer Aniston, Joey Lauren Adams, Cole Hauser, Jon Favreau, Jason Bateman, Judy Davis, Justin Long, Ivan Sergei, John Michael Higgins, Ann-Margret, Vernon Vaughn, Vincent D'Onofrio",United States,"July 16, 2019",2006,PG-13,107 min,"Comedies, Dramas, Romantic Movies",Cohabitating couple Gary and Brooke's petty spats turn into an all-out battle for their home condo.,107,minutes,2019,7
s8298,movie,The Figurine (Araromire),Kunle Afolayan,"Ramsey Nouah, Omoni Oboli, Kunle Afolayan, Funlola Aofiyebi, Tosin Sido, David J. Oserwe, Kate Adepegba, Muraina Oyelami, Wale Adebayo, Ombo Gogo Ombo",Nigeria,"October 1, 2019",2009,TV-14,121 min,"Horror Movies, International Movies, Thrillers","When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out.",121,minutes,2019,10
s8180,movie,The Adderall Diaries,Pamela Romanowsky,"James Franco, Ed Harris, Amber Heard, Jim Parrack, Timothée Chalamet, Wilmer Valderrama, Cynthia Nixon, Christian Slater, Michael Cristofer, Danny Flaherty, Adam LeFevre",United States,"July 15, 2018",2015,R,87 min,"Dramas, Thrillers",Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book.,87,minutes,2018,7
s8360,movie,The Incredible Story of the Giant Pear,"Philip Einstein Lipski, Jørgen Lerdam, Amalie Næsby Fick","Paul Tylak, Susie Power, Roger Gregg, Dermot Magennis, Marcus Lamb, J. Drew Lucas",Denmark,"March 1, 2019",2018,TV-G,75 min,Children & Family Movies,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island.",75,minutes,2019,3
s8587,movie,Thumper,Jordan Ross,"Eliza Taylor, Pablo Schreiber, Daniel Webber, Lena Headey, Ben Feldman, Grant Harvey, Jazzy De Lisser, Brett Rice",United States,"February 5, 2018",2017,TV-MA,93 min,"Dramas, Thrillers","After moving to a hardscrabble suburban California town, a young woman becomes dangerously entangled with a local drug enterprise.",93,minutes,2018,2
s8179,movie,The Accountant of Auschwitz,Matthew Shoychet,Unknown,Canada,"July 1, 2019",2018,TV-14,78 min,"Documentaries, International Movies","Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz.",78,minutes,2019,7
s8436,movie,The Natural,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan",United States,"January 1, 2020",1984,PG,138 min,"Classic Movies, Dramas, Sports Movies",A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,138,minutes,2020,1
s8755,movie,Wolves,Bart Freundlich,"Michael Shannon, Carla Gugino, Taylor John Smith, Chris Bauer, John Douglas Thompson, Zazie Beetz, Wayne Duvall, Christopher Meyer, Richard Kohnke",United States,"March 29, 2019",2016,R,109 min,"Dramas, Independent Movies, Sports Movies",A promising high school basketball player has his eye on an Ivy League scholarship. But his father's secret addictions could ruin everything.,109,minutes,2019,3
s8486,movie,The Right One,Hadi El Bagoury,"Hani Salama, Basma Ahmad, Rania Yousef, Kinda Allouch, Yasmin Raeis, Amr Youssef, Zizi El-Badrawy",Egypt,"June 13, 2019",2011,TV-14,93 min,"Dramas, International Movies, Romantic Movies","Under pressure to marry, a rich playboy is conflicted between four women who each possess a different quality he desires in his ideal wife.",93,minutes,2019,6
s8551,movie,The Walls of the Moon,"Ossama Abu El Atta, Tarek Al Eryan","Mona Zaki, Asser Yassin, Amr Saad, Salwa Mohammed",Egypt,"April 18, 2019",2015,TV-14,98 min,"Action & Adventure, Dramas, International Movies","After losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life.",98,minutes,2019,4
s8688,movie,Waarrior Savitri,Param Gill,"Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri, Gulshan Grover, Tim Man, Ron Smoorenburg, KaramVeer Chaudhary",India,"November 1, 2017",2016,TV-14,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death.",120,minutes,2017,11
s8492,movie,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,Paul Dugdale,"Mick Jagger, Keith Richards, Ronnie Wood, Charlie Watts",United Kingdom,"March 22, 2019",2016,TV-MA,101 min,"Documentaries, International Movies, Music & Musicals","Follow the Rolling Stones as the iconic group breaks new ground in Latin America, wrapping a 10-city tour as the first-ever rock band to play in Cuba.",101,minutes,2019,3
s8709,movie,We're No Animals,Alejandro Agresti,"John Cusack, Paul Hipp, Kevin Morris, Alejandro Agresti, Mario Alarcón, Norman Briski, Lucila Solá, Juana Viale, Pablo Bossi, Leticia Brédice","United States, Argentina","August 15, 2017",2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies","Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy.",94,minutes,2017,8
s8347,movie,The Holy Man,Note Chern-Yim,"Pongsak Pongsuwan, Note Chern-Yim, Sarawut Phumthong, Savika Chaiyadej, Somlek Sakdikul, Petchtai Wongkamlao",Thailand,"July 25, 2018",2005,TV-14,92 min,"Comedies, Faith & Spirituality, International Movies","Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic.",92,minutes,2018,7
s8779,movie,Yes or No 2,Saratswadee Wongsomphet,"Supanart Jittaleela, Sushar Manaying, Nisa Boonsantear, Apittha Khlaiudom, Apapattra Meesang",Thailand,"November 8, 2018",2012,TV-PG,112 min,"International Movies, LGBTQ Movies, Romantic Movies","No longer university girls, Kim and Pie face new hurdles in their relationship, including work, new friends and other distractions.",112,minutes,2018,11
s8220,movie,The Bounty Hunter,Andy Tennant,"Jennifer Aniston, Gerard Butler, Jason Sudeikis, Jeff Garlin, Ritchie Coster, Cathy Moriarty, Peter Greene, Joel Marsh Garland, Siobhan Fallon Hogan, Dorian Missick, Adam Rose, Christine Baranski, Carol Kane, Adam LeFevre",United States,"October 1, 2019",2010,PG-13,111 min,"Action & Adventure, Comedies, Romantic Movies","Bounty hunter Milo Boyd finds his latest assignment downright satisfying as he learns that the bail-jumper he must chase down is his ex-wife, Nicole.",111,minutes,2019,10
s8726,movie,What's Up With Love?,"Rudy Soedjarwo, Riri Riza","Dian Sastrowardoyo, Nicholas Saputra, Ladya Cheryll, Titi Kamal, Sissy Priscillia, Adinia Wirasti, Dennis Adhiswara",Indonesia,"December 8, 2018",2002,R,110 min,"Dramas, International Movies, Romantic Movies","A popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate.",110,minutes,2018,12
s8453,movie,The Phantom of the Opera,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor McGuire, Jennifer Ellison","United Kingdom, United States","June 1, 2019",2004,PG-13,141 min,"Dramas, Music & Musicals, Romantic Movies","In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops.",141,minutes,2019,6
s8496,movie,The Runner,Austin Stark,"Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier",United States,"September 8, 2017",2015,R,90 min,"Dramas, Independent Movies",A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.,90,minutes,2017,9
s8177,movie,The 24 Hour War,"Nate Adams, Adam Carolla",Unknown,United States,"November 15, 2019",2016,TV-MA,100 min,"Documentaries, Sports Movies",An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.,100,minutes,2019,11
s8581,movie,Thor: Ragnarok,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Rachel House, Clancy Brown, Tadanobu Asano, Ray Stevenson, Zachary Levi, Luke Hemsworth, Sam Neill",United States,"June 5, 2018",2017,PG-13,131 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","To save Asgard from a bloodthirsty goddess of death, the mighty Thor will have to battle his way to freedom and find a way back home.",131,minutes,2018,6
s8744,movie,Wildlife,Paul Dano,"Carey Mulligan, Ed Oxenbould, Bill Camp, Jake Gyllenhaal, Mollie Milligan, Darryl Cox",United States,"September 1, 2020",2018,PG-13,105 min,"Dramas, Independent Movies","A teen’s life in 1960 Montana grows complicated when his father is fired, his mother returns to work, and the strain on the family begins to show.",105,minutes,2020,9
s8194,tv show,The Apartment,Unknown,"Jamie Durie, Laurence Llewelyn-Bowen",Singapore,"December 14, 2018",2014,TV-PG,2 Seasons,"International TV Shows, Reality TV","With their eyes on the grand prize, amateur designers push their creative limits in this reality competition show hosted by design icon Jamie Durie.",2,seasons,2018,12
s8264,movie,The D Train,"Jarrad Paul, Andrew Mogel","Jack Black, James Marsden, Kathryn Hahn, Jeffrey Tambor, Russell Posner, Henry Zebrowski, Kyle Bornheimer, Mike White","United Kingdom, United States","April 2, 2017",2015,R,101 min,Comedies,A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.,101,minutes,2017,4
s8233,movie,The Bye Bye Man,Stacy Title,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Michael Trucco, Doug Jones, Carrie-Anne Moss, Faye Dunaway, Jenna Kanell, Erica Tremblay, Cleo King","United States, China","April 1, 2019",2017,PG-13,96 min,"Horror Movies, Thrillers",Three college students move into an off-campus house and discover they've unwittingly unleashed a supernatural killer known as the Bye Bye Man.,96,minutes,2019,4
s8527,movie,The Talented Mr. Ripley,Anthony Minghella,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston",United States,"January 1, 2020",1999,R,139 min,"Dramas, Thrillers","A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.",139,minutes,2020,1
s8756,tv show,Women Behind Bars,Unknown,Unknown,United States,"November 1, 2016",2010,TV-14,3 Seasons,"Crime TV Shows, Docuseries","This reality series recounts true stories of women who have been convicted for murder, including an in-depth examination of each crime.",3,seasons,2016,11
s8278,tv show,The Devil Is a Part-Timer!,Unknown,"Ryota Osaka, Yoko Hikasa, Nao Toyama, Yuki Ono, Hiro Shimono, Kanae Ito, Josh Grelle, Felecia Angelle, Anthony Bowling, R. Bruce Elliott, Tia Lynn Ballard, Aaron Dismuke",Japan,"April 1, 2019",2013,TV-14,1 Season,Anime Series,"Thwarted in their attempt to take over the world of Ente Isla, Satan and his general Alciel land in modern-day Tokyo, where they take on human form.",1,seasons,2019,4
s8493,movie,The Roommate,Christian E. Christiansen,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Ackles, Frances Fisher, Tomas Arana, Billy Zane, Nina Dobrev, Matt Lanter, Kat Graham",United States,"April 1, 2020",2011,PG-13,91 min,Thrillers,"While acclimating to campus life, college freshman Sara begins to realize that her new roommate, Rebecca, is becoming obsessed with her.",91,minutes,2020,4
s8787,movie,You Can Tutu,James Brown,"Lily O'Regan, Jeannettsy Enriquez Borges, Joeley Gibson, Zahra Hassan Malik, Cleo Badcock, Stuart Manning, Ali Bastian, Amanda Holt",United Kingdom,"December 31, 2017",2017,TV-G,87 min,Children & Family Movies,A gifted young ballet dancer struggles to find her footing in an uptight ballet school that brings her and her family to a brand-new neighborhood.,87,minutes,2017,12
s8544,movie,The Unborn Child,Poj Arnon,"Somchai Kemglad, Pitchanart Sakakorn, Chinaradi Anupongphichart, Arisara Thongborisut, Peerawit Boonark, Chudapha Chanthakhet, Ganthida Chaang",Thailand,"July 30, 2018",2011,TV-MA,93 min,"Horror Movies, International Movies","A couple and their young daughter are haunted by a paranormal, malicious presence – which is soon linked to a temple and a series of abortions.",93,minutes,2018,7
s8790,movie,You Changed My Life,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Rayver Cruz, Dante Rivero, Rowell Santiago, Al Tantay, Irma Adlawan, Bernard Palanca, Matet De Leon, Joross Gamboa",Philippines,"February 27, 2019",2009,TV-PG,116 min,"Comedies, Dramas, International Movies","Laida and Miggy think they've found perfect happiness with each other, until their burgeoning careers force them into a long-distance relationship.",116,minutes,2019,2
s8646,movie,Twinsanity,Buz Wallick,"Karissa Strain, Katie Strain, Yves Bright, Angie Everhart, Thaddeus Shafer, Mary O'Neil",United States,"March 15, 2019",2018,TV-MA,86 min,"Horror Movies, Independent Movies, Thrillers","When a yoga enthusiast begins to pull away from her identical twin sister and business partner, their lifelong bond turns deadly.",86,minutes,2019,3
s8317,tv show,The Future of Water,Unknown,Unknown,Norway,"July 1, 2016",2007,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",A look at the deeply intertwined history of humanity and fresh water reveals looming challenges that could upend power structures around the world.,1,seasons,2016,7
s8210,tv show,The Big Catch,Unknown,Ben Fogle,United Kingdom,"February 1, 2019",2015,TV-PG,1 Season,"British TV Shows, Reality TV","In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler.",1,seasons,2019,2
s8675,movie,Viceroy's House,Gurinder Chadha,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi, Michael Gambon, David Hayman, Simon Callow, Denzil Smith, Neeraj Kabi, Tanveer Ghani, Om Puri, Lily Travers","United Kingdom, India, Sweden","December 12, 2017",2017,NR,106 min,Dramas,"As viceroy Lord Mountbatten arrives in Delhi to oversee a transfer of power from Britain to India in 1947, war looms between religious factions.",106,minutes,2017,12
