show_id,type,duration_time,duration_unit,title,director,cast,country,date_added,release_year,rating,genre,description
s4448,Movie,45,min,Katt Williams: The Pimp Chronicles: Pt. 1,Gary Binkow,"Katt Williams, Anthony Anderson",United States,November 1  2018,2006,TV-MA,"[""Stand-Up Comedy""]","In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America."
s4449,Movie,132,min,Katti Batti,Nikhil Advani,"Imran Khan, Kangana Ranaut, Abhishek Saha, Mithila Palkar, Vivan Bhatena, Suhaas Ahuja, Nicole Faria, Adaar Malik",India,November 1  2018,2015,TV-14,"[""Comedies"","" Dramas"","" International Movies""]","After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them."
s4450,Movie,126,min,Life in a ... Metro,Anurag Basu,"Dharmendra, Irrfan Khan, Konkona Sen Sharma, Kay Kay Menon, Shilpa Shetty, Shiney Ahuja, Sharman Joshi, Kangana Ranaut, Nafisa Ali, Manoj Pahwa",India,November 1  2018,2007,TV-14,"[""Dramas"","" International Movies"","" Music & Musicals""]",A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.
s4451,Movie,95,min,Marc Maron: Thinky Pain,Lance Bangs,Marc Maron,United States,November 1  2018,2013,TV-MA,"[""Stand-Up Comedy""]","Alternative comic Marc Maron is back on stage in New York to talk Chinese food, drug abuse, sex in hotel rooms and life with his girlfriend."
s4452,Movie,135,min,Mumbai Meri Jaan,Nishikant Kamat,"Madhavan, Irrfan Khan, Soha Ali Khan, Paresh Rawal, Kay Kay Menon, Anand Goradia, Vijay Maurya, Vibhavari Deshpande, Santosh Juvekar, Kamlesh Sawant",India,November 1  2018,2008,TV-MA,"[""Dramas"","" International Movies""]","A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers."
s4453,Movie,139,min,Mundeyan Ton Bachke Rahin,Navinder Pal Singh,"Roshan Prince, Jassi Gill, Simran Kaur Mundi, Bharti Singh, Anshu Sawhney, Hobby Dhaliwal, Sunita Dhir, Minto, Manoj Sabarwal, Sunny Gill",India,November 1  2018,2014,TV-14,"[""Comedies"","" International Movies"","" Music & Musicals""]","When they both fall for the same girl, best pals and shameless womanizers Prince and Jassi go head-to-head to compete for her love."
s4454,Movie,131,min,No One Killed Jessica,Raj Kumar Gupta,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam, Rajesh Sharma, Mohammed Zeeshan Ayyub, Bubbles Sabharwal, Satyadeep Misra, Yogendra Tikku, Geeta Sudan",India,November 1  2018,2011,TV-MA,"[""Dramas"","" International Movies""]",This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.
s4455,Movie,118,min,Oye Lucky! Lucky Oye!,Dibakar Banerjee,"Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh, Manu Rishi Chadha, Richa Chadda, Anurag Arora, Rajender Sethi, Manjot Singh, Chandan Anand",India,November 1  2018,2008,TV-14,"[""Comedies"","" Dramas"","" International Movies""]","Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of."
s4456,Movie,129,min,Paan Singh Tomar,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajendra Gupta, Brijendra Kala, Jahangir Khan, Vipin Sharma, Zakir Hussain",India,November 1  2018,2010,TV-14,"[""Action & Adventure"","" Dramas"","" International Movies""]",Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.
s4457,Movie,131,min,Raja Natwarlal,Kunal Deshmukh,"Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon, Deepak Tijori, Prachi Shah, Mohammed Zeeshan Ayyub",India,November 1  2018,2014,TV-14,"[""Dramas"","" International Movies"","" Thrillers""]",A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.
s4458,Movie,146,min,Satyagraha,Prakash Jha,"Kareena Kapoor, Amitabh Bachchan, Ajay Devgn, Arjun Rampal, Amrita Rao, Manoj Bajpayee, Vipin Sharma, Anjali Patil",India,November 1  2018,2013,TV-14,"[""Dramas"","" International Movies"","" Music & Musicals""]","In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption."
s4459,Movie,123,min,Settai,R. Kannan,"Arya, Anjali, Hansika Motwani, Santhanam, Premgi Amaren, Nasser",India,November 1  2018,2013,TV-14,"[""Comedies"","" International Movies"","" Music & Musicals""]","Asked to deliver a package for a friend, Madhu gets her fiancé, Jayaganthan, to take care of it, and he then passes the task to one of his roommates."
s4460,Movie,141,min,Sigaram Thodu,Gaurav Narayanan,"Vikram Prabhu, Sathyaraj, Monal Gajjar, Sathish, Erode Mahesh, Gaurav Narayanan",India,November 1  2018,2014,TV-14,"[""Dramas"","" International Movies"","" Thrillers""]",A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.
s4461,Movie,93,min,Sommore: The Reign Continues,Kevin Layne,Sommore,United States,November 1  2018,2015,TV-MA,"[""Stand-Up Comedy""]","Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina."
s4462,TV Show,1,Season,The Great British Baking Show: The Beginnings,NOT KNOWN,"Paul Hollywood, Mary Berry, Mel Giedroyc, Sue Perkins",UNKNOWN,November 1  2018,2012,TV-PG,"[""British TV Shows"","" Reality TV""]",A dozen amateur bakers amiably compete for the coveted title of Britain's best as they whip up tasty treats for judges Mary Berry and Paul Hollywood.
s4463,Movie,91,min,The Untold Tales of Armistead Maupin,Jennifer M. Kroot,"Armistead Maupin, Neil Gaiman, Laura Linney, Ian McKellen, Amy Tan, Margaret Cho, Jonathan Groff, Amanda Palmer",United States,November 1  2018,2017,TV-MA,"[""Documentaries"","" LGBTQ Movies""]","This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion."
s4464,Movie,106,min,Vaya,Akin Omotoso,"Mncedisi Shabangu, Sihle Xaba, Sibusiso Msimang, Zimkhitha Nyoka, Warren Masemola, Nomonde Mbusi, Azwile Chamane, Harriet Lenabe",South Africa,November 1  2018,2016,TV-MA,"[""Dramas"","" Independent Movies"","" International Movies""]","Three youths from rural South Africa set out for Johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive."
s4465,Movie,131,min,Welcome to Sajjanpur,Shyam Benegal,"Shreyas Talpade, Amrita Rao, Ravi Kishan, Ila Arun, Rajeshwari Sachdev, Divya Dutta, Yashpal Sharma, Ravi Jhankal, Lalit Mohan Tiwari",India,November 1  2018,2008,TV-14,"[""Comedies"","" Dramas"","" International Movies""]","An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests."
s4466,Movie,95,min,Yeh Hai Bakrapur,NOT KNOWN,"Amit Sial, Yoshika Verma, Anshuman Jha, Asif Basra, Suruchi Aulakh",India,November 1  2018,2014,TV-PG,"[""Comedies"","" Dramas"","" Independent Movies""]","A poor family’s goat suddenly acquires divine status, sparking a widespread frenzy as everyone clamors to benefit from its unexpected celebrity."
s4467,Movie,104,min,Zokkomon,Satyajit Bhatkal,"Darsheel Safary, Anupam Kher, Manjari Fadnis, Tinnu Anand, Sheeba Chaddha, S.M. Zaheer, Aayam Mehta, Gargi Datar, Jai Vyas",India,November 1  2018,2011,PG,"[""Children & Family Movies"","" Dramas""]","When his cruel uncle abandons him, a young orphan learns to access the untapped superpowers that have been waiting within him all along."
s4468,Movie,126,min,Gun City,Dani de la Torre,"Luis Tosar, Michelle Jenner, Vicente Romero, Manolo Solo, Paco Tous, Adriana Torrebejano, Pep Tosar, Jaime Lorente, Ernesto Alterio, Fernando Cayo",Spain France,October 31  2018,2018,TV-MA,"[""Dramas"","" International Movies"","" Thrillers""]","In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war."
s4469,Movie,118,min,Heneral Luna,Jerrold Tarog,"John Arcilla, Mon Confiado, Arron Villaflor, Joem Bascon, Archie Alemania, Art Acuña, Alex Medina, Nonie Buencamino, Lorenz Martinez, Jeffrey Quizon, Alvin Anson, Mylene Dizon, Bing Pimentel, Leo Martinez, Ketchup Eusebio, Ronnie Lazaro, Paulo Avelino",Philippines,October 31  2018,2015,R,"[""Dramas"","" International Movies""]",Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.
s4470,TV Show,2,Seasons,Fate/EXTRA Last Encore,NOT KNOWN,"Atsushi Abe, Sakura Tange, Kana Ueda, Hiroshi Kamiya, Noriko Shitaya, Kohsuke Toriumi, Urara Takano, Ai Nonaka, Kunihiko Yasui, Takahiro Mizushima",Japan,October 30  2018,2018,TV-MA,"[""Anime Series"","" International TV Shows""]","Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive."
s4471,Movie,94,min,Dragon Tiger Gate,Wilson Yip,"Donnie Yen, Nicholas Tse, Shawn Yue, Dong Jie, Li Xiaoran, Yuen Wah, Chen Kuan Tai, Xing Yu, Vincent Sze, Tommy Yuen",Hong Kong China,October 27  2018,2006,TV-14,"[""Action & Adventure"","" International Movies""]",Dragon and his fellow students at Dragon Tiger Gate martial arts school team up to battle the ferocious villain Shibumi.
s4472,Movie,100,min,Been So Long,Tinge Krishnan,"Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis",UNKNOWN,October 26  2018,2018,TV-MA,"[""Dramas"","" International Movies"","" Music & Musicals""]",A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.
s4473,Movie,126,min,Dovlatov,Aleksey German,"Milan Maric, Danila Kozlovsky, Helena Sujecka, Artur Beschastny, Anton Shagin, Svetlana Khodchenkova, Elena Lyadova, Piotr Gasowski, Eva Gerr, Hanna Sleszynska",Russia Poland Serbia,October 26  2018,2018,PG-13,"[""Dramas"","" International Movies""]","Over six days in 1971, brilliant writer Sergei Dovlatov encounters maddening barriers to publishing his work under the repressive Soviet regime."
s4474,Movie,90,min,Jefe,Sergio Barrejón,"Luis Callejo, Juana Acosta, Carlo D'Ursi, Josean Bengoetxea, Bárbara Santa-Cruz, Maica Barroso, Adam Jezierski, Sergio Quintana",Spain Portugal,October 26  2018,2018,TV-MA,"[""Comedies"","" Dramas"","" International Movies""]","A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption."
s4478,Movie,115,min,W/O Ram,Vijay Yelakanti,"Lakshmi Manchu, Aadarsh Balakrishna, Priyadarshi Pullikonda, Samrat Reddy, Shrikanth Iyyangar, Shrusti Dange",India,October 26  2018,2018,TV-MA,"[""Dramas"","" International Movies"","" Thrillers""]","Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger."
s4479,TV Show,1,Season,DreamWorks Spooky Stories,NOT KNOWN,"Antonio Banderas, Hugh Laurie, Mike Myers, Reese Witherspoon, Seth Rogen, Kristen Schaal, Dean Edwards",United States,October 25  2018,2009,TV-PG,"[""Kids' TV"","" TV Comedies""]","Shrek dares his friends to bring on the scary with ghost stories told in a haunted castle. Later, Ginormica and the Monsters face alien pumpkins."
s4480,TV Show,2,Seasons,Great News,NOT KNOWN,"Briga Heelan, Andrea Martin, Adam Campbell, John Michael Higgins, Horatio Sanz, Nicole Richie",United States,October 25  2018,2017,TV-14,"[""TV Comedies""]",A TV news producer's ambitions take an awkward turn when her mother rejoins the workforce and snags a job as the station's newest intern.
s4481,Movie,93,min,Ronnie Coleman: The King,Vlad Yudin,Ronnie Coleman,United States,October 25  2018,2018,TV-MA,"[""Documentaries""]","Today, legendary bodybuilder Ronnie Coleman's body bears the scars of becoming the best in the world. Here, he shares what it took to reach his goals."
s4482,Movie,138,min,Baahubali: The Beginning (English Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",UNKNOWN,October 24  2018,2015,TV-14,"[""Action & Adventure"","" Dramas"","" International Movies""]",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.
s4483,Movie,74,min,ADAM SANDLER 100% FRESH,Steve Brill,Adam Sandler,United States,October 23  2018,2018,TV-MA,"[""Stand-Up Comedy""]","From ""Heroes"" to ""Ice Cream Ladies"" – Adam Sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way."
s4484,TV Show,1,Season,Here to Heart,NOT KNOWN,"Janine Chun-Ning Chang, Hans Zhang",China,October 23  2018,2018,TV-14,"[""International TV Shows"","" Romantic TV Shows"","" TV Dramas""]",Wen Nuan signs on to work as the executive assistant to ex Zhan Nanxian at his tech firm. Helping him at work just may lead her back into his heart.
s4485,Movie,102,min,Scorpion King 5: Book of Souls,Don Michael Paul,"Zach McGowan, Pearl Thusi, Nathan Jones, Peter Mensah, Katy Louise Saunders, Mayling Ng, Howard Charles, Inge Beckmann",United States,October 23  2018,2018,PG-13,"[""Action & Adventure"","" Sci-Fi & Fantasy""]",The Scorpion King joins forces with a Nubian princess in an all-or-nothing fight to stop a warlord from claiming the souls of the vanquished.
s4487,Movie,104,min,How to Get Over a Breakup,"Joanna Lombardi, Bruno Ascenzo","Gisela Ponce de León, Karina Jordán, Jely Reátegui, Andrés Salas, Christopher Von Uckermann, Carlos Carlín",Peru,October 20  2018,2018,TV-MA,"[""Comedies"","" International Movies"","" Romantic Movies""]","A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success."
s4488,TV Show,1,Season,Accidentally in Love,NOT KNOWN,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng, Li Ma, Mo Zhou",China,October 19  2018,2018,TV-14,"[""International TV Shows"","" Romantic TV Shows"","" TV Comedies""]","Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school."
s4489,TV Show,1,Season,Ask the Doctor,NOT KNOWN,"Shalin Naik, Renee Lim, Sandro Demaio",Australia,October 19  2018,2017,TV-PG,"[""Docuseries"","" International TV Shows"","" Science & Nature TV""]","From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments."
s4490,TV Show,1,Season,Best.Worst.Weekend.Ever.,NOT KNOWN,"Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,October 19  2018,2018,TV-PG,"[""Kids' TV"","" TV Comedies""]","Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another."
s4491,Movie,51,min,"Club de Cuervos Presents: I, Potro",Marcos Bucay,"Joaquín Ferreira, Marcela Álvarez, Benjamín Alfonso, Emilia Claudeville, Mauricio Llera, Sol Gaschetto, Martín Seefeld, Martín Rocco, Gonzalo VIzán",Mexico Argentina,October 19  2018,2018,TV-MA,"[""Movies""]",Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.
s4492,Movie,50,min,Derren Brown: Sacrifice,NOT KNOWN,Derren Brown,UNKNOWN,October 19  2018,2018,TV-MA,"[""Movies""]",Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.
s4493,Movie,86,min,Gnome Alone,Peter Lepeniotis,"Becky G., Josh Peck, Tara Strong, Olivia Holt, David Koechner, Jeff Dunham, Patrick Stump, Nash Grier, Madison De La Garza, George Lopez",United Kingdom Canada United States Cayman Islands,October 19  2018,2018,PG,"[""Children & Family Movies"","" Comedies""]","After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world."
s4494,Movie,140,min,Illang: The Wolf Brigade,Kim Jee-woon,"Gang Dong-won, Han Hyo-joo, Jung Woo-sung, Kim Mu-yeol, Han Ye-ri, Choi Min-ho, Shin Eun-soo, Kim Beop-rae, Lee Dong-ha, Jung Won-joong, Choi Jin-ho",South Korea,October 19  2018,2018,TV-MA,"[""Action & Adventure"","" International Movies"","" Sci-Fi & Fantasy""]","In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby."
s4496,TV Show,3,Seasons,Marvel's Daredevil,NOT KNOWN,"Charlie Cox, Deborah Ann Woll, Elden Henson, Rosario Dawson, Vincent D'Onofrio, Jon Bernthal, Elodie Yung, Scott Glenn, Stephen Rider, Vondie Curtis-Hall, Ayelet Zurer, Toby Leonard Moore, Bob Gunton",United States,October 19  2018,2018,TV-MA,"[""Crime TV Shows"","" TV Action & Adventure""]","Blinded as a young boy, Matt Murdock fights injustice by day as a lawyer and by night as the Super Hero Daredevil in Hell's Kitchen, New York City."
s4497,Movie,122,min,Naa Bangaaru Talli,Rajesh Touchriver,"Siddique, Anjali Patil, Lakshmi Menon, Nina Kurup, Rathna Shekar Reddy, Anoop Aravindan",India,October 19  2018,2013,TV-14,"[""Dramas"","" International Movies""]","A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking."
s4498,Movie,23,min,Oddbods: Party Monsters,NOT KNOWN,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi",UNKNOWN,October 19  2018,2018,TV-Y,"[""Movies""]","Dressed up as detective Sherlock Holmes, Slick must crack the case when a magician turns Jeff's spooky-costume party guests into their scary alter egos."
s4499,TV Show,4,Seasons,Project S The Series,NOT KNOWN,"Wiwattanawarang Oabnithi, Mahayotaruk Thiti, Lerkcharoempoj Papangkorn, Imanothai Kawin, Sakuljaroensuk Apinya, Oat Pasakorn Sanrattana, Leeratanakajorn Thanapob, Skye Nateeton Wongrawee, Supapunpinyo Teeradon, Chansangavej Chayanit, Ketprapakorn Narikun, Pibunsonggram Kritsanapoom, Santinatornkul Chanon",Thailand,October 19  2018,2017,TV-MA,"[""International TV Shows"","" TV Dramas"","" Teen TV Shows""]","Sports and friendship intertwine in tales of a volleyball team, an autistic badminton player, a skateboarder with depression and an archery-club crush."
s4500,Movie,95,min,S Storm,David Lam,"Louis Koo, Julian Cheung, Vic Chou, Ada Choi, Bowie Lam, Dada Chan, Janelle Sing, Lo Hoi-pang",Hong Kong China,October 19  2018,2016,TV-MA,"[""Action & Adventure"","" International Movies""]",Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.
s4501,Movie,121,min,The Night Comes for Us,Timo Tjahjanto,"Joe Taslim, Iko Uwais, Asha Kenyeri Bermudez, Sunny Pang, Salvita Decorte, Abimana Aryasatya, Zack Lee, Dimas Anggara, Julie Estelle, Dian Sastrowardoyo",Indonesia United States,October 19  2018,2018,TV-MA,"[""Action & Adventure"","" International Movies""]","After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters."
s4502,TV Show,1,Season,Wanderlust,NOT KNOWN,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",United Kingdom,October 19  2018,2018,TV-MA,"[""British TV Shows"","" International TV Shows"","" Romantic TV Shows""]","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people."
s4503,Movie,131,min,Mr. Chandramouli,Thiru,"Karthik, Gautam Karthik, Regina Cassandra, Varalakshmi Sarathkumar, Santhosh Prathap, Mime Gopi, J. Mahendran, Viji Chandrasekhar",India,October 18  2018,2018,TV-MA,"[""Dramas"","" International Movies"","" Thrillers""]","When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge."
s4504,TV Show,2,Seasons,My Babysitter's a Vampire,NOT KNOWN,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Ari Cohen",Canada,October 17  2018,2012,TV-PG,"[""Kids' TV"","" TV Comedies""]","Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school."
s4505,TV Show,5,Seasons,Rake,NOT KNOWN,"Richard Roxburgh, Matt Day, Adrienne Pickering, Russell Dykstra, Danielle Cormack, Caroline Brazier, Geoff Morrell, Kate Box, Keegan Joyce, Damien Garvey",Australia,October 16  2018,2018,TV-MA,"[""Crime TV Shows"","" International TV Shows"","" TV Comedies""]","While Cleaver Greene is a brilliant and driven attorney, he's also an ex-druggie, a current gambling addict and loathed by many of his colleagues."
s4506,Movie,63,min,"Ron White: If You Quit Listening, I'll Shut Up",Tom Forrest,Ron White,United States,October 16  2018,2018,TV-MA,"[""Stand-Up Comedy""]","Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese."
s4507,Movie,150,min,Meghnadbodh Rohoshyo,Anik Datta,"Barun Chanda, Sabyasachi Chakraborty",India,October 15  2018,2017,TV-MA,"[""Dramas"","" International Movies""]","A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic."
s4508,Movie,159,min,Sanju,Rajkumar Hirani,"Ranbir Kapoor, Vicky Kaushal, Paresh Rawal, Sonam Kapoor, Dia Mirza, Jim Sarbh, Anushka Sharma, Manisha Koirala, Boman Irani",India,October 15  2018,2018,TV-MA,"[""Dramas"","" International Movies""]","From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt."
s4510,Movie,131,min,Soorma,Shaad Ali,"Diljit Dosanjh, Tapsee Pannu, Angad Bedi, Kulbhushan Kharbanda, Satish Kaushik, Vijay Raaz, Seema Kaushal, Mahabir Bhullar, Alka Badola Kaushal, Jimmy Moses",India,October 13  2018,2018,TV-14,"[""Dramas"","" International Movies"","" Sports Movies""]",This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.
s4511,Movie,130,min,Apostle,Gareth Evans,"Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy",United Kingdom United States,October 12  2018,2018,TV-MA,"[""Horror Movies"","" International Movies"","" Thrillers""]","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island."
s4512,TV Show,2,Seasons,Edgar Rice Burroughs' Tarzan and Jane,NOT KNOWN,"Marci T. House, Michael Dobson, Omari Newton, Paul Dobson, Rebecca Shoichet, Giles Panton, Kathleen Barr, Doron Bell",UNKNOWN,October 12  2018,2018,TV-Y7,"[""Crime TV Shows"","" Kids' TV""]","Saved from a plane crash and given supernatural powers, teen Tarzan joins forces with brave city girl Jane to protect his jungle home from threats."
s4513,Movie,99,min,Errementari: The Blacksmith and the Devil,Paul Urkijo Alijo,"Kandido Uranga, Uma Bracaglia, Eneko Sagardoy, Ramón Agirre, Josean Bengoetxea, Gotzon Sánchez, José Ramón Argoitia, Gorka Aguinagalde, Iñigo de la Iglesia, Aitor Urtzelai",Spain France,October 12  2018,2018,TV-MA,"[""Horror Movies"","" International Movies"","" Sci-Fi & Fantasy""]","A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore."
s4515,TV Show,1,Season,FIGHTWORLD,Padraic McKinley,Frank Grillo,UNKNOWN,October 12  2018,2018,TV-MA,"[""Docuseries""]","Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations."
s4516,Movie,106,min,Kuntilanak,Rizal Mantovani,"Sandrinna M Skornicki, Aurélie Moeremans, Fero Walandouw, Andryan Bima, Ciara Nadine Brosnan, Ali Fikry, Adlu Fahrezy, Nena Rosier, Naufal Ho, Aqi Singgih",Indonesia,October 12  2018,2018,TV-14,"[""Horror Movies"","" International Movies""]",Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.
s4518,TV Show,1,Season,The Curious Creations of Christine McConnell,NOT KNOWN,"Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver",United States,October 12  2018,2018,TV-PG,"[""TV Comedies"","" TV Mysteries""]","Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures."
s4519,TV Show,1,Season,The Haunting of Hill House,NOT KNOWN,"Michiel Huisman, Carla Gugino, Timothy Hutton, Henry Thomas, Elizabeth Reaser, Oliver Jackson-Cohen, Kate Siegel, Victoria Pedretti, Lulu Wilson, Mckenna Grace, Paxton Singleton, Julian Hilliard, Violet McGraw",United States,October 12  2018,2018,TV-MA,"[""TV Dramas"","" TV Horror"","" TV Mysteries""]","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
s4520,Movie,97,min,The Kindergarten Teacher,Sara Colangelo,"Maggie Gyllenhaal, Parker Sevak, Gael García Bernal, Michael Chernus, Anna Baryshnikov, Rosa Salazar, Ajay Naidu",United States Israel United Kingdom Canada,October 12  2018,2018,R,"[""Dramas"","" Independent Movies""]",A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.
s4521,TV Show,1,Season,Ordinary Heroes,NOT KNOWN,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",UNKNOWN,October 11  2018,2018,TV-MA,"[""Crime TV Shows"","" International TV Shows"","" TV Dramas""]","Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society."
s4522,TV Show,1,Season,Salt Fat Acid Heat,NOT KNOWN,Samin Nosrat,UNKNOWN,October 11  2018,2018,TV-PG,"[""Docuseries""]","Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way."
s4523,Movie,144,min,22 July,Paul Greengrass,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith",Norway Iceland United States,October 10  2018,2018,R,"[""Dramas"","" Thrillers""]","After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story."
s4524,TV Show,1,Season,Blood Pact,NOT KNOWN,"Guilherme Fontes, Ravel Cabral, Jonathan Haagensen, André Ramiro, Adriano Garib, Mel Lisboa, Cristina Lago",Brazil,October 10  2018,2018,TV-MA,"[""Crime TV Shows"","" International TV Shows"","" TV Dramas""]","An ambitious TV reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the Amazon port of Belém, Brazil."
s4525,Movie,110,min,Tales From the Hood 2,"Rusty Cundieff, Darin Scott","Keith David, Bryan Batt, Alexandria Deberry, Bill Martin Williams, Martin Bats Bradford, Kendrick Cross, Jasmine Akakpo, Kedrick Brown",United States,October 10  2018,2018,R,"[""Cult Movies"","" Horror Movies"","" Independent Movies""]",Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.
s4526,Movie,57,min,Mo Amer: The Vagabond,Stan Lathan,Mo Amer,United States,October 9  2018,2018,TV-MA,"[""Stand-Up Comedy""]","Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship."
